"year","ST_PC1","ST_PC2","AT_PC1","AT_PC2","WS_PC1","WS_PC2","sample","calcite_thickness_mm","aragonite_thickness_mm","storage_condition","shell_height","aperture_width","aperture_height","country","location","PC1","PC2","PC3","PC4","PC5","aperture_ellipses"
1904,-1.65391404328497,-1.02093187519212,-2.58907704203475,-0.731654114888988,-0.151399740846109,-1.78885935206248,"2_4",0.680186133333333,0.0705811666666667,"dry",30.8,12.16,18.37,"Netherland","ZOU",0.00167977590561728,-8.74079870428728e-05,-0.00044899639970491,0.0001433734651853,0.00015409744094821,175.441613421191
1904,-1.65391404328497,-1.02093187519212,-2.58907704203475,-0.731654114888988,-0.151399740846109,-1.78885935206248,"2_5",0.523034766666667,0.203796266666667,"dry",31.09,12.61,17.89,"Netherland","ZOU",0.00161930672139709,-0.00044210741224446,9.17007989186317e-05,-6.11916499297609e-05,-0.00032064513534136,177.180249335504
1904,-1.65391404328497,-1.02093187519212,-2.58907704203475,-0.731654114888988,-0.151399740846109,-1.78885935206248,"2_6",1.19875033333333,0.0675987333333333,"dry",30.03,11.98,16.96,"Netherland","ZOU",0.00127883010009095,0.00046754119544246,0.00043627160948155,-0.00021091557678647,-0.00019133861713758,159.577827157624
1904,-1.65391404328497,-1.02093187519212,-2.58907704203475,-0.731654114888988,-0.151399740846109,-1.78885935206248,"2_7",0.641543133333333,0.192629166666667,"dry",27.97,11.3,16.14,"Netherland","ZOU",-0.00136506394038065,0.00060912048482816,1.51117318235577e-06,0.00058119491042177,-0.00038137162732417,143.242487836753
1904,-1.65391404328497,-1.02093187519212,-2.58907704203475,-0.731654114888988,-0.151399740846109,-1.78885935206248,"2_8",0.746740166666667,0.0553199,"dry",32.18,12.5,20.88,"Netherland","ZOU",0.00158431082150893,-5.19235846949016e-05,0.00051569323211501,0.00027008644440559,8.55469637100783e-05,204.988920646734
1904,-1.65391404328497,-1.02093187519212,-2.58907704203475,-0.731654114888988,-0.151399740846109,-1.78885935206248,"2_9",0.526038133333333,0.0898806666666667,"dry",29.59,11.7,18.01,"Netherland","ZOU",-0.00430463624107876,-0.00057120216449452,-0.00090900879754085,-0.0002168460037234,-8.1347786311438e-06,165.49674479662
1911,-1.62185290740737,0.0478009141564143,-0.503769308078392,-0.20041003666628,-0.0448455285388268,0.76075359010984,"3_1",1.0078839,0.1069878,"ethanol",32.74,12.33,17.51,"Netherland","ZWA",0.00112599664499337,-0.0003214444094038,-0.00051928075689249,0.00026401320312788,-0.00035344941056041,169.566128300631
1911,-1.62185290740737,0.0478009141564143,-0.503769308078392,-0.20041003666628,-0.0448455285388268,0.76075359010984,"3_10",1.03329826666667,0.1357056,"ethanol",30.49,12.41,16.18,"Netherland","ZWA",0.00127947468254156,0.00040561857661225,0.00028662056513965,0.00013538991391282,-7.42506860656448e-05,157.703081741595
1911,-1.62185290740737,0.0478009141564143,-0.503769308078392,-0.20041003666628,-0.0448455285388268,0.76075359010984,"3_2",1.73542573333333,0.0885379,"ethanol",29.31,12.02,17.85,"Netherland","ZWA",-0.00295859076966096,0.0007281478901386,0.00062625562231539,-0.00031054271128049,5.76868256430082e-05,168.512673744066
1911,-1.62185290740737,0.0478009141564143,-0.503769308078392,-0.20041003666628,-0.0448455285388268,0.76075359010984,"3_3",0.737808566666667,0.1240639,"ethanol",29.31,11.97,15.26,"Netherland","ZWA",-0.00142185139133022,-9.48338158371177e-05,0.00035452028879899,-0.00033521335258144,-0.00019048618958893,143.462556402137
