"sample","position","aragonite_thickness_um","calcite_thickness_um","date","session"
"10_4",2,121.188,589.862,"10.08.1932","o2"
"10_4",2,123.915,532.869,"10.08.1932","o2"
"10_4",2,129.78,474.012,"10.08.1932","o2"
"10_4",2,127.753,429.245,"10.08.1932","o2"
"10_4",2,131.536,435.593,"10.08.1932","o2"
"10_5",2,71.508,990.784,"10.08.1932","o2"
"10_5",2,57.313,1075.433,"10.08.1932","o2"
"10_5",2,51.838,1146.578,"10.08.1932","o2"
"10_5",2,42.699,1166.601,"10.08.1932","o2"
"10_5",2,42.606,1149.551,"10.08.1932","o2"
"10_5",2,50.414,1194.974,"10.08.1932","o2"
"10_5",2,46.158,1212.978,"10.08.1932","o2"
"10_5",2,53.432,1173.969,"10.08.1932","o2"
"10_5",2,61.664,1215.868,"10.08.1932","o2"
"10_5",2,73.927,1138.114,"10.08.1932","o2"
"10_6",2,147.239,709.918,"10.08.1932","o2"
"10_6",2,156.324,671.656,"10.08.1932","o2"
"10_6",2,174.592,648.993,"10.08.1932","o2"
"10_6",2,176.864,644.866,"10.08.1932","o2"
"10_6",2,162.816,622.102,"10.08.1932","o2"
"10_6",2,141.161,639.397,"10.08.1932","o2"
"10_6",2,140.844,605.774,"10.08.1932","o2"
"10_6",2,139.522,674.447,"10.08.1932","o2"
"10_6",2,123.799,731.172,"10.08.1932","o2"
"10_6",2,117.926,889.219,"10.08.1932","o2"
"10_7",2,120.747,737.164,"10.08.1932","o2"
"10_7",2,105.16,748.195,"10.08.1932","o2"
"10_7",2,98.877,794.722,"10.08.1932","o2"
"10_7",2,94.773,775.198,"10.08.1932","o2"
"10_7",2,93.752,761.873,"10.08.1932","o2"
"10_7",2,92.343,746.036,"10.08.1932","o2"
"10_7",2,93.555,727.909,"10.08.1932","o2"
"10_7",2,94.26,719.911,"10.08.1932","o2"
"10_7",2,92.526,683.466,"10.08.1932","o2"
"10_7",2,79.943,810.807,"10.08.1932","o2"
"12_1",2,156.601,349.932,"13.07.1936","o2"
"12_1",2,157.093,385.229,"13.07.1936","o2"
"12_1",2,152.57,423.83,"13.07.1936","o2"
"12_1",2,136.085,459.286,"13.07.1936","o2"
"12_1",2,144.663,546.817,"13.07.1936","o2"
"12_1",2,121.482,477.029,"13.07.1936","o2"
"12_1",2,118.723,460.916,"13.07.1936","o2"
"12_1",2,123.934,415.545,"13.07.1936","o2"
"12_1",2,111.684,416.715,"13.07.1936","o2"
"12_1",2,120.918,464.444,"13.07.1936","o2"
"12_2",2,53.074,281.584,"13.07.1936","o2"
"12_2",2,59.852,655.919,"13.07.1936","o2"
"12_2",2,48.796,681.299,"13.07.1936","o2"
"12_2",2,46.271,717.238,"13.07.1936","o2"
"12_2",2,55.369,680.858,"13.07.1936","o2"
"12_2",2,51.141,727.178,"13.07.1936","o2"
"12_2",2,43.946,775.649,"13.07.1936","o2"
"12_2",2,45.356,812.056,"13.07.1936","o2"
"12_2",2,47.628,829.004,"13.07.1936","o2"
"12_2",2,34.63,983.567,"13.07.1936","o2"
"12_3",2,141.608,657.762,"13.07.1936","o2"
"12_3",2,131.794,617.22,"13.07.1936","o2"
"12_3",2,138.835,669.223,"13.07.1936","o2"
"12_3",2,137.313,802.252,"13.07.1936","o2"
"12_3",2,125.604,807.831,"13.07.1936","o2"
"12_3",2,116.644,814.079,"13.07.1936","o2"
"12_3",2,117.453,817.218,"13.07.1936","o2"
"12_3",2,112.083,802.356,"13.07.1936","o2"
"12_3",2,108.452,779.325,"13.07.1936","o2"
"12_3",2,114.871,972.444,"13.07.1936","o2"
"12_4",2,165.93,646.016,"13.07.1936","o2"
"12_4",2,187.83,524.904,"13.07.1936","o2"
"12_4",2,216.194,589.623,"13.07.1936","o2"
"12_4",2,236.839,508.51,"13.07.1936","o2"
"12_4",2,229.424,508.167,"13.07.1936","o2"
"12_4",2,219.019,555.001,"13.07.1936","o2"
"12_4",2,210.248,552.677,"13.07.1936","o2"
"12_4",2,211.014,474.487,"13.07.1936","o2"
"12_4",2,218.671,357.873,"13.07.1936","o2"
"12_4",2,199.122,458.045,"13.07.1936","o2"
"12_5",2,175.815,756.883,"13.07.1936","o2"
"12_5",2,203.447,746.209,"13.07.1936","o2"
"12_5",2,227.083,671.497,"13.07.1936","o2"
"12_5",2,208.937,720.944,"13.07.1936","o2"
"12_5",2,185.097,751.212,"13.07.1936","o2"
"12_5",2,171.833,763.353,"13.07.1936","o2"
"12_5",2,161.267,726.472,"13.07.1936","o2"
"12_5",2,140.847,784.295,"13.07.1936","o2"
"12_5",2,144.34,802.46,"13.07.1936","o2"
"12_5",2,149.203,736.774,"13.07.1936","o2"
"12_6",2,126.699,446.673,"13.07.1936","o2"
"12_6",2,127.705,498.186,"13.07.1936","o2"
"12_6",2,131.513,537.751,"13.07.1936","o2"
"12_6",2,136.058,575.717,"13.07.1936","o2"
"12_6",2,142.751,565.47,"13.07.1936","o2"
"12_6",2,142.046,546.094,"13.07.1936","o2"
"12_6",2,147.819,554.484,"13.07.1936","o2"
"12_6",2,161.889,545.556,"13.07.1936","o2"
"12_6",2,165.461,596.263,"13.07.1936","o2"
"12_6",2,180.385,649.997,"13.07.1936","o2"
"12_7",2,165.548,584.882,"13.07.1936","o2"
"12_7",2,164.121,607.673,"13.07.1936","o2"
"12_7",2,156.067,634.881,"13.07.1936","o2"
"12_7",2,137.297,672.745,"13.07.1936","o2"
"12_7",2,126.879,646.637,"13.07.1936","o2"
"12_7",2,109.755,549.392,"13.07.1936","o2"
"12_7",2,98.663,588.117,"13.07.1936","o2"
"12_7",2,108.012,607.598,"13.07.1936","o2"
"12_7",2,87.524,581.751,"13.07.1936","o2"
"12_7",2,100.007,490.755,"13.07.1936","o2"
"12_8",2,57.045,520.791,"13.07.1936","o2"
"12_8",2,54.695,468.439,"13.07.1936","o2"
"12_8",2,57.635,524.858,"13.07.1936","o2"
"12_8",2,54.562,701.632,"13.07.1936","o2"
"12_8",2,64.956,740.285,"13.07.1936","o2"
"12_8",2,66.087,748.506,"13.07.1936","o2"
"12_8",2,66.614,768.04,"13.07.1936","o2"
"12_8",2,68.292,850.816,"13.07.1936","o2"
"12_8",2,66.181,860.637,"13.07.1936","o2"
"12_8",2,64.266,856.759,"13.07.1936","o2"
"12_9",2,106.961,705.487,"13.07.1936","o2"
"12_9",2,108.317,569.453,"13.07.1936","o2"
"12_9",2,112.949,596.677,"13.07.1936","o2"
"12_9",2,118.718,604.525,"13.07.1936","o2"
"12_9",2,108.539,596.639,"13.07.1936","o2"
"12_9",2,94.595,605.321,"13.07.1936","o2"
"12_9",2,87.483,585.651,"13.07.1936","o2"
"12_9",2,89.804,648.005,"13.07.1936","o2"
"12_9",2,88.459,625.88,"13.07.1936","o2"
"12_9",2,90.825,554.272,"13.07.1936","o2"
"12_10",2,40.964,1111.106,"13.07.1936","o2"
"12_10",2,36.228,1131.935,"13.07.1936","o2"
"12_10",2,43.796,1084.533,"13.07.1936","o2"
"12_10",2,36.451,1086.248,"13.07.1936","o2"
"12_10",2,26.632,1075.321,"13.07.1936","o2"
"12_10",2,20.161,1196.479,"13.07.1936","o2"
"12_10",2,23.111,1072.425,"13.07.1936","o2"
"12_10",2,19.063,1171.908,"13.07.1936","o2"
"12_10",2,20.526,1366.563,"13.07.1936","o2"
"12_10",2,22.516,1295.142,"13.07.1936","o2"
"16_1",2,204.365,634.769,"22.04.1938","o2"
"16_1",2,191.316,554.444,"22.04.1938","o2"
"16_1",2,207.489,587.722,"22.04.1938","o2"
"16_1",2,211.768,581.049,"22.04.1938","o2"
"16_1",2,203.179,623.638,"22.04.1938","o2"
"16_1",2,187.435,622.462,"22.04.1938","o2"
"16_1",2,216.203,567.228,"22.04.1938","o2"
"16_1",2,198.751,570.549,"22.04.1938","o2"
"16_1",2,189.39,564.125,"22.04.1938","o2"
"16_1",2,170.418,518.835,"22.04.1938","o2"
"16_2",2,226.41,481.04,"22.04.1938","o2"
"16_2",2,223.082,480.297,"22.04.1938","o2"
"16_2",2,218.836,495.264,"22.04.1938","o2"
"16_2",2,191.667,473.264,"22.04.1938","o2"
"16_2",2,196.528,416.686,"22.04.1938","o2"
"16_2",2,191.163,390.726,"22.04.1938","o2"
"16_2",2,190.777,381.658,"22.04.1938","o2"
"16_2",2,177.217,398.798,"22.04.1938","o2"
"16_2",2,183.727,433.811,"22.04.1938","o2"
"16_2",2,176.501,453.662,"22.04.1938","o2"
"16_3",2,222.688,698.498,"22.04.1938","o2"
"16_3",2,233.059,666.41,"22.04.1938","o2"
"16_3",2,241.41,685.261,"22.04.1938","o2"
"16_3",2,249.185,640.288,"22.04.1938","o2"
"16_3",2,265.242,646.627,"22.04.1938","o2"
"16_3",2,270.495,671.566,"22.04.1938","o2"
"16_3",2,278.019,674.652,"22.04.1938","o2"
"16_3",2,272.963,664.632,"22.04.1938","o2"
"16_3",2,263.328,757.82,"22.04.1938","o2"
"16_3",2,273.38,761.727,"22.04.1938","o2"
"16_4",2,190.2,706.662,"22.04.1938","o2"
"16_4",2,200.287,717.874,"22.04.1938","o2"
"16_4",2,197.425,887.381,"22.04.1938","o2"
"16_4",2,202.491,917.986,"22.04.1938","o2"
"16_4",2,188.137,956.025,"22.04.1938","o2"
"16_4",2,193.663,900.307,"22.04.1938","o2"
"16_4",2,215.254,775.29,"22.04.1938","o2"
"16_4",2,226.025,631.456,"22.04.1938","o2"
"16_4",2,232.067,637.614,"22.04.1938","o2"
"16_4",2,252.782,620.034,"22.04.1938","o2"
"16_5",2,130.076,584.229,"22.04.1938","o2"
"16_5",2,149.495,703.403,"22.04.1938","o2"
"16_5",2,171.406,782.209,"22.04.1938","o2"
"16_5",2,123.076,762.075,"22.04.1938","o2"
"16_5",2,144.913,683.294,"22.04.1938","o2"
"16_5",2,144.157,611.697,"22.04.1938","o2"
"16_5",2,153.095,571.07,"22.04.1938","o2"
"16_5",2,136.171,559.174,"22.04.1938","o2"
"16_5",2,146.29,586.617,"22.04.1938","o2"
"16_5",2,145.207,623.2,"22.04.1938","o2"
"16_6",2,155.571,667.595,"22.04.1938","o2"
"16_6",2,151.049,618.205,"22.04.1938","o2"
"16_6",2,138.788,541.893,"22.04.1938","o2"
"16_6",2,156.779,500.176,"22.04.1938","o2"
"16_6",2,160.187,522.859,"22.04.1938","o2"
"16_6",2,155.689,525.168,"22.04.1938","o2"
"16_6",2,167.375,635.104,"22.04.1938","o2"
"16_6",2,176.414,653.306,"22.04.1938","o2"
"16_6",2,174.098,712.579,"22.04.1938","o2"
"16_6",2,179.1,698.467,"22.04.1938","o2"
"16_7",2,179.169,698.743,"22.04.1938","o2"
"16_7",2,175.538,728.323,"22.04.1938","o2"
"16_7",2,167.676,843.24,"22.04.1938","o2"
"16_7",2,122.743,1042.686,"22.04.1938","o2"
"16_7",2,112.374,1120.929,"22.04.1938","o2"
"16_7",2,95.916,1171.502,"22.04.1938","o2"
"16_7",2,84.297,1228.562,"22.04.1938","o2"
"16_7",2,80.906,1212.708,"22.04.1938","o2"
"16_7",2,64.676,1204.603,"22.04.1938","o2"
"16_7",2,90.728,1207.642,"22.04.1938","o2"
"16_8",2,177.927,474.403,"22.04.1938","o2"
"16_8",2,176.744,518.923,"22.04.1938","o2"
"16_8",2,204.627,491.867,"22.04.1938","o2"
"16_8",2,216.517,438.192,"22.04.1938","o2"
"16_8",2,210.086,465.208,"22.04.1938","o2"
"16_8",2,201.866,507.057,"22.04.1938","o2"
"16_8",2,191.603,506.444,"22.04.1938","o2"
"16_8",2,204.271,577.775,"22.04.1938","o2"
"16_8",2,196.712,657.583,"22.04.1938","o2"
"16_8",2,172.076,731.482,"22.04.1938","o2"
"16_9",2,221.658,613.182,"22.04.1938","o2"
"16_9",2,198.582,578.875,"22.04.1938","o2"
"16_9",2,195.146,667.986,"22.04.1938","o2"
"16_9",2,181.547,629.395,"22.04.1938","o2"
"16_9",2,174.018,623.019,"22.04.1938","o2"
"16_9",2,171.664,643.335,"22.04.1938","o2"
"16_9",2,153.485,663.124,"22.04.1938","o2"
"16_9",2,133.715,754.722,"22.04.1938","o2"
"16_9",2,121.256,703.248,"22.04.1938","o2"
"16_9",2,121.569,730.263,"22.04.1938","o2"
"16_10",2,222.217,806.837,"22.04.1938","o2"
"16_10",2,231.575,613.196,"22.04.1938","o2"
"16_10",2,226.156,660.253,"22.04.1938","o2"
"16_10",2,254.14,744.287,"22.04.1938","o2"
"16_10",2,256.457,789.909,"22.04.1938","o2"
"16_10",2,272.628,856.712,"22.04.1938","o2"
"16_10",2,247.718,884.34,"22.04.1938","o2"
"16_10",2,213.998,922.107,"22.04.1938","o2"
"16_10",2,231.314,873.711,"22.04.1938","o2"
"16_10",2,239.588,841.875,"22.04.1938","o2"
"18_2",2,176.135,609.773,"13.09.1945","o2"
"18_2",2,183.094,627.097,"13.09.1945","o2"
"18_2",2,163.314,667.9,"13.09.1945","o2"
"18_2",2,161.758,701.32,"13.09.1945","o2"
"18_2",2,161.178,739.672,"13.09.1945","o2"
"18_2",2,164.277,832.343,"13.09.1945","o2"
"18_2",2,144.351,901.181,"13.09.1945","o2"
"18_2",2,148.553,835.557,"13.09.1945","o2"
"18_2",2,139.786,883.793,"13.09.1945","o2"
"18_2",2,149.109,903.619,"13.09.1945","o2"
"18_3",2,61.271,761.044,"13.09.1945","o2"
"18_3",2,64.093,600.705,"13.09.1945","o2"
"18_3",2,86.92,491.483,"13.09.1945","o2"
"18_3",2,91.051,495.564,"13.09.1945","o2"
"18_3",2,88.976,477.333,"13.09.1945","o2"
"18_3",2,91.618,537.484,"13.09.1945","o2"
"18_3",2,92.243,531.172,"13.09.1945","o2"
"18_3",2,86.724,637.715,"13.09.1945","o2"
"18_3",2,72.72,589.061,"13.09.1945","o2"
"18_3",2,75.267,630.184,"13.09.1945","o2"
"18_4",2,211.18,495.567,"13.09.1945","o2"
"18_4",2,208.209,519.406,"13.09.1945","o2"
"18_4",2,193.907,546.947,"13.09.1945","o2"
"18_4",2,193.658,544.511,"13.09.1945","o2"
"18_4",2,185.141,514.608,"13.09.1945","o2"
"18_4",2,164.128,532.736,"13.09.1945","o2"
"18_4",2,150.891,513.702,"13.09.1945","o2"
"18_4",2,136.826,492.612,"13.09.1945","o2"
"18_4",2,141.686,506.902,"13.09.1945","o2"
"18_4",2,162.798,414.71,"13.09.1945","o2"
"18_5",2,194.476,413.841,"13.09.1945","o2"
"18_5",2,190.701,452.699,"13.09.1945","o2"
"18_5",2,186.54,529.034,"13.09.1945","o2"
"18_5",2,176.015,575.394,"13.09.1945","o2"
"18_5",2,179.661,569.962,"13.09.1945","o2"
"18_5",2,170.451,589.704,"13.09.1945","o2"
"18_5",2,162.284,623.316,"13.09.1945","o2"
"18_5",2,160.68,640.15,"13.09.1945","o2"
"18_5",2,157.25,636.298,"13.09.1945","o2"
"18_5",2,134.187,618.527,"13.09.1945","o2"
"18_6",2,192.818,395.906,"13.09.1945","o2"
"18_6",2,186.593,389.208,"13.09.1945","o2"
"18_6",2,192.382,367.11,"13.09.1945","o2"
"18_6",2,185.236,444.016,"13.09.1945","o2"
"18_6",2,178.284,472.293,"13.09.1945","o2"
"18_6",2,187.888,419.778,"13.09.1945","o2"
"18_6",2,188.224,474.014,"13.09.1945","o2"
"18_6",2,201.788,459.441,"13.09.1945","o2"
"18_6",2,193.07,457.54,"13.09.1945","o2"
"18_6",2,202.278,423.93,"13.09.1945","o2"
"18_7",2,221.785,547.846,"13.09.1945","o2"
"18_7",2,194.263,565.138,"13.09.1945","o2"
"18_7",2,163.801,655.79,"13.09.1945","o2"
"18_7",2,140.934,806.171,"13.09.1945","o2"
"18_7",2,121.715,843.347,"13.09.1945","o2"
"18_7",2,100.875,891.96,"13.09.1945","o2"
"18_7",2,91.277,928.543,"13.09.1945","o2"
"18_7",2,89.892,916.771,"13.09.1945","o2"
"18_7",2,87.216,855.257,"13.09.1945","o2"
"18_7",2,64.412,877.049,"13.09.1945","o2"
"18_8",2,151.171,753.296,"13.09.1945","o2"
"18_8",2,146.437,720.194,"13.09.1945","o2"
"18_8",2,144.9,667.176,"13.09.1945","o2"
"18_8",2,146.556,673.655,"13.09.1945","o2"
"18_8",2,131.225,626.962,"13.09.1945","o2"
"18_8",2,120.273,607.598,"13.09.1945","o2"
"18_8",2,121.861,581.924,"13.09.1945","o2"
"18_8",2,120.389,626.679,"13.09.1945","o2"
"18_8",2,114.624,664.235,"13.09.1945","o2"
"18_8",2,100.544,714.332,"13.09.1945","o2"
"18_9",2,62.537,985.574,"13.09.1945","o2"
"18_9",2,49.397,933.305,"13.09.1945","o2"
"18_9",2,50.08,843.719,"13.09.1945","o2"
"18_9",2,52.126,742.389,"13.09.1945","o2"
"18_9",2,59.885,791.741,"13.09.1945","o2"
"18_9",2,66.867,750.966,"13.09.1945","o2"
"18_9",2,77.402,831.346,"13.09.1945","o2"
"18_9",2,79.412,823.537,"13.09.1945","o2"
"18_9",2,78.961,792.315,"13.09.1945","o2"
"18_9",2,92.406,906.833,"13.09.1945","o2"
"19_1",2,180.419,410.181,"19.04.1946","o2"
"19_1",2,135.815,446.797,"19.04.1946","o2"
"19_1",2,104.837,473.555,"19.04.1946","o2"
"19_1",2,105.118,541.058,"19.04.1946","o2"
"19_1",2,110.068,556.918,"19.04.1946","o2"
"19_1",2,91.743,537.956,"19.04.1946","o2"
"19_1",2,80.517,549.538,"19.04.1946","o2"
"19_1",2,96.13,487.561,"19.04.1946","o2"
"19_1",2,132.333,374.869,"19.04.1946","o2"
"19_1",2,113.743,449.06,"19.04.1946","o2"
"19_2",2,138.505,383.098,"19.04.1946","o2"
"19_2",2,151.5,437.133,"19.04.1946","o2"
"19_2",2,142.734,389.731,"19.04.1946","o2"
"19_2",2,140.947,420.507,"19.04.1946","o2"
"19_2",2,162.73,397.351,"19.04.1946","o2"
"19_2",2,158.814,376.78,"19.04.1946","o2"
"19_2",2,169.21,373.636,"19.04.1946","o2"
"19_2",2,164.309,388.515,"19.04.1946","o2"
"19_2",2,152.087,471.567,"19.04.1946","o2"
"19_2",2,126.469,446.393,"19.04.1946","o2"
"20_1",2,44.085,421.795,"19.08.1946","o2"
"20_1",2,45.577,320.12,"19.08.1946","o2"
"20_1",2,33.475,272.278,"19.08.1946","o2"
"20_1",2,50.757,288.758,"19.08.1946","o2"
"20_1",2,77.988,401.222,"19.08.1946","o2"
"20_1",2,70.472,481.157,"19.08.1946","o2"
"20_1",2,62.267,550.925,"19.08.1946","o2"
"20_1",2,68.659,493.905,"19.08.1946","o2"
"20_1",2,71.698,408.319,"19.08.1946","o2"
"20_1",2,100.21,340.813,"19.08.1946","o2"
"20_3",2,30.67,867.357,"19.08.1946","o2"
"20_3",2,29.908,837.099,"19.08.1946","o2"
"20_3",2,29.011,606.099,"19.08.1946","o2"
"20_3",2,29.936,660.57,"19.08.1946","o2"
"20_3",2,22.355,727.618,"19.08.1946","o2"
"20_3",2,25.691,773.093,"19.08.1946","o2"
"20_3",2,33.253,715.491,"19.08.1946","o2"
"20_3",2,39.442,716.257,"19.08.1946","o2"
"20_3",2,48.047,666.742,"19.08.1946","o2"
"20_3",2,49.34,621.643,"19.08.1946","o2"
"20_4",2,117.396,583.832,"19.08.1946","o2"
"20_4",2,105.825,657.433,"19.08.1946","o2"
"20_4",2,109.663,697.483,"19.08.1946","o2"
"20_4",2,95.498,647.873,"19.08.1946","o2"
"20_4",2,87.123,650.834,"19.08.1946","o2"
"20_4",2,78.331,634.507,"19.08.1946","o2"
"20_4",2,65.992,692.994,"19.08.1946","o2"
"20_4",2,70.472,675.591,"19.08.1946","o2"
"20_4",2,65.783,671.249,"19.08.1946","o2"
"20_4",2,62.009,660.344,"19.08.1946","o2"
"20_5",2,63.416,864.048,"19.08.1946","o2"
"20_5",2,66.081,826.986,"19.08.1946","o2"
"20_5",2,50.587,773.951,"19.08.1946","o2"
"20_5",2,48.841,785.216,"19.08.1946","o2"
"20_5",2,46.334,801.733,"19.08.1946","o2"
"20_5",2,55.39,700.982,"19.08.1946","o2"
"20_5",2,55.2,729.764,"19.08.1946","o2"
"20_5",2,66.126,744.784,"19.08.1946","o2"
"20_5",2,79.026,743.628,"19.08.1946","o2"
"20_5",2,90.21,718.417,"19.08.1946","o2"
"20_6",2,87.452,580.302,"19.08.1946","o2"
"20_6",2,86.048,557.123,"19.08.1946","o2"
"20_6",2,87.245,552.41,"19.08.1946","o2"
"20_6",2,83.337,638.998,"19.08.1946","o2"
"20_6",2,82.623,631.822,"19.08.1946","o2"
"20_6",2,77.299,595.853,"19.08.1946","o2"
"20_6",2,62.916,607.92,"19.08.1946","o2"
"20_6",2,71.618,553.114,"19.08.1946","o2"
"20_6",2,55.303,517.762,"19.08.1946","o2"
"20_6",2,59.338,580.994,"19.08.1946","o2"
"20_7",2,84.852,588.459,"19.08.1946","o2"
"20_7",2,80.506,574.946,"19.08.1946","o2"
"20_7",2,93.038,537.722,"19.08.1946","o2"
"20_7",2,73.197,568.287,"19.08.1946","o2"
"20_7",2,69.052,664.392,"19.08.1946","o2"
"20_7",2,66.547,701.749,"19.08.1946","o2"
"20_7",2,54.664,658.662,"19.08.1946","o2"
"20_7",2,45.261,734.016,"19.08.1946","o2"
"20_7",2,50.038,638.394,"19.08.1946","o2"
"20_7",2,40.751,625.256,"19.08.1946","o2"
"20_8",2,45.635,412.037,"19.08.1946","o2"
"20_8",2,37.185,373.17,"19.08.1946","o2"
"20_8",2,37.326,384.459,"19.08.1946","o2"
"20_8",2,45.418,373.088,"19.08.1946","o2"
"20_8",2,49.768,428.006,"19.08.1946","o2"
"20_8",2,55.989,461.911,"19.08.1946","o2"
"20_8",2,34.216,461.91,"19.08.1946","o2"
"20_8",2,27.024,454.901,"19.08.1946","o2"
"20_8",2,40.883,443.654,"19.08.1946","o2"
"20_8",2,42.091,413.9,"19.08.1946","o2"
"20_9",2,52.817,664.449,"19.08.1946","o2"
"20_9",2,46.614,822.911,"19.08.1946","o2"
"20_9",2,57.896,808.195,"19.08.1946","o2"
"20_9",2,76.858,892.396,"19.08.1946","o2"
"20_9",2,100.895,431.985,"19.08.1946","o2"
"20_9",2,105.613,408.481,"19.08.1946","o2"
"20_9",2,113.066,445.048,"19.08.1946","o2"
"20_9",2,109.085,485.768,"19.08.1946","o2"
"20_9",2,104.52,508.674,"19.08.1946","o2"
"20_9",2,105.464,477.985,"19.08.1946","o2"
"22_1",2,93.614,1015.785,"15.10.1946","o2"
"22_1",2,92.587,1048.459,"15.10.1946","o2"
"22_1",2,106.007,1088.605,"15.10.1946","o2"
"22_1",2,145.843,829.291,"15.10.1946","o2"
"22_1",2,131.503,809.217,"15.10.1946","o2"
"22_2",2,83.311,1047.728,"15.10.1946","o2"
"22_2",2,95.152,1078.305,"15.10.1946","o2"
"22_2",2,126.552,973.158,"15.10.1946","o2"
"22_2",2,144.981,931.673,"15.10.1946","o2"
"22_2",2,187.646,846.092,"15.10.1946","o2"
"22_2",2,232.043,583.184,"15.10.1946","o2"
"22_2",2,271.983,710.007,"15.10.1946","o2"
"22_2",2,250.683,898.861,"15.10.1946","o2"
"22_2",2,250.683,1093.936,"15.10.1946","o2"
"22_2",2,199.53,1103.376,"15.10.1946","o2"
"22_3",2,142.237,861.01,"15.10.1946","o2"
"22_3",2,154.43,893.831,"15.10.1946","o2"
"22_3",2,159.744,817.582,"15.10.1946","o2"
"22_3",2,172.387,758.523,"15.10.1946","o2"
"22_3",2,161.604,736.389,"15.10.1946","o2"
"22_3",2,149.12,772.534,"15.10.1946","o2"
"22_3",2,164.25,715.254,"15.10.1946","o2"
"22_3",2,134.417,706.069,"15.10.1946","o2"
"22_3",2,143.19,700.744,"15.10.1946","o2"
"22_3",2,134.379,773.859,"15.10.1946","o2"
"24_1",2,160.139,632.874,"17.09.1947","o2"
"24_1",2,132.844,649.724,"17.09.1947","o2"
"24_1",2,148.452,578.595,"17.09.1947","o2"
"24_1",2,140.687,600.747,"17.09.1947","o2"
"24_1",2,143.618,609.465,"17.09.1947","o2"
"24_1",2,149.158,657.118,"17.09.1947","o2"
"24_1",2,125.431,741.749,"17.09.1947","o2"
"24_1",2,124.287,764.579,"17.09.1947","o2"
"24_1",2,118.247,761.027,"17.09.1947","o2"
"24_1",2,129.409,717.951,"17.09.1947","o2"
"24_2",2,234.242,532.595,"17.09.1947","o2"
"24_2",2,208.125,501.707,"17.09.1947","o2"
"24_2",2,240.176,545.339,"17.09.1947","o2"
"24_2",2,230.251,536.923,"17.09.1947","o2"
"24_2",2,224.777,568.58,"17.09.1947","o2"
"24_2",2,214.795,599.214,"17.09.1947","o2"
"24_2",2,192.809,643.202,"17.09.1947","o2"
"24_2",2,178.965,693.953,"17.09.1947","o2"
"24_2",2,156.953,721.682,"17.09.1947","o2"
"24_2",2,156.175,743.553,"17.09.1947","o2"
"24_3",2,164.718,502.608,"17.09.1947","o2"
"24_3",2,147.706,560.782,"17.09.1947","o2"
"24_3",2,141.039,589.982,"17.09.1947","o2"
"24_3",2,147.173,546.447,"17.09.1947","o2"
"24_3",2,162.535,623.134,"17.09.1947","o2"
"24_3",2,172.204,605.773,"17.09.1947","o2"
"24_3",2,171.449,537.134,"17.09.1947","o2"
"24_3",2,156.448,533.512,"17.09.1947","o2"
"24_3",2,158.479,590.562,"17.09.1947","o2"
"24_3",2,156.276,638.722,"17.09.1947","o2"
"24_4",2,116.37,754.49,"17.09.1947","o2"
"24_4",2,122.707,796.404,"17.09.1947","o2"
"24_4",2,118.165,706.232,"17.09.1947","o2"
"24_4",2,112.608,725.486,"17.09.1947","o2"
"24_4",2,91.201,749.235,"17.09.1947","o2"
"24_4",2,78.299,723.365,"17.09.1947","o2"
"24_4",2,89.478,682.713,"17.09.1947","o2"
"24_4",2,103.196,678.063,"17.09.1947","o2"
"24_4",2,111.741,584.488,"17.09.1947","o2"
"24_4",2,113.193,526.636,"17.09.1947","o2"
"24_5",2,150.445,436.773,"17.09.1947","o2"
"24_5",2,125.26,600.395,"17.09.1947","o2"
"24_5",2,121.64,666.367,"17.09.1947","o2"
"24_5",2,118.074,656.413,"17.09.1947","o2"
"24_5",2,114.8,623.633,"17.09.1947","o2"
"24_5",2,130.051,591.885,"17.09.1947","o2"
"24_5",2,138.698,561.774,"17.09.1947","o2"
"24_5",2,155.525,537.049,"17.09.1947","o2"
"24_5",2,176.343,484.953,"17.09.1947","o2"
"24_5",2,195.223,461.491,"17.09.1947","o2"
"24_6",2,188.519,464.234,"17.09.1947","o2"
"24_6",2,172.329,504.721,"17.09.1947","o2"
"24_6",2,171.459,478.742,"17.09.1947","o2"
"24_6",2,164.251,501.311,"17.09.1947","o2"
"24_6",2,158.326,550.396,"17.09.1947","o2"
"24_6",2,149.244,575.332,"17.09.1947","o2"
"24_6",2,150.643,575.974,"17.09.1947","o2"
"24_6",2,141.577,573.797,"17.09.1947","o2"
"24_6",2,131.411,567.887,"17.09.1947","o2"
"24_6",2,136.018,458.635,"17.09.1947","o2"
"24_7",2,248.254,602.969,"17.09.1947","o2"
"24_7",2,249.359,564.148,"17.09.1947","o2"
"24_7",2,249.962,570.548,"17.09.1947","o2"
"24_7",2,245.751,572.511,"17.09.1947","o2"
"24_7",2,254.422,571.374,"17.09.1947","o2"
"24_7",2,250.752,507.958,"17.09.1947","o2"
"24_7",2,247.154,561.245,"17.09.1947","o2"
"24_7",2,246.716,545.76,"17.09.1947","o2"
"24_7",2,235.505,573.608,"17.09.1947","o2"
"24_7",2,207.937,595.65,"17.09.1947","o2"
"24_8",2,168.88,379.861,"17.09.1947","o2"
"24_8",2,152.197,383.776,"17.09.1947","o2"
"24_8",2,156.984,323.119,"17.09.1947","o2"
"24_8",2,163.787,347.119,"17.09.1947","o2"
"24_8",2,166.357,439.906,"17.09.1947","o2"
"24_8",2,178.78,408.685,"17.09.1947","o2"
