"sample","calcite_thickness_mm","aragonite_thickness_mm","storage_condition","shell_height","aperture_width","aperture_height","country","location","year","PC1","PC2","PC3","PC4","PC5","aperture_ellipses"
"33_6",0.824880766666667,0.1979224,"fresh",31.21,12.91,17.62,"Belgium","ZEE",2019,-0.0148123065130304,-0.0242223974979053,0.00516208854905961,0.00444279606134473,0.00726270529456549,178.657818900304
"33_7",1.17690352173913,0.142687739130435,"fresh",35.8,14.88,19.43,"Belgium","ZEE",2019,0.0217976292378059,-0.0398323569287369,0.00964499772624935,0.0172696719613908,-0.0187682353189011,227.073060364409
"33_8",1.07182816666667,0.106110266666667,"fresh",35.25,14.01,20.57,"Belgium","ZEE",2019,0.0444110338188104,-0.0321570961683484,0.00146005278574907,-0.00251230140046001,-0.0170287945329224,226.340519497408
"33_9",1.03757953333333,0.129696566666667,"fresh",33.06,12.99,19.17,"Belgium","ZEE",2019,-0.00550091781576502,0.0259770709862253,0.0194705926763179,-0.0097299665937319,-0.00239744910667816,195.578515472355
"4_1",0.457136166666667,0.156062333333333,"ethanol",27.78,11.13,16.92,"Belgium","ZEE",1911,-0.0232139324464883,0.0158827512751136,-0.00833299097934521,-0.0162114076552214,0.00064561134582448,147.905867971742
"4_2",0.537406166666667,0.148700766666667,"ethanol",32.46,13,16.29,"Belgium","ZEE",1911,0.0144562873614104,-0.0242688858474837,-0.0111323812412362,-0.0096508754678599,0.00027314048948269,166.323769062678
"7_1",0.556645266666667,0.1874344,"dry",25.59,9.19,15.4,"Belgium","KNO",1928,0.00206716352546168,0.0174684367740121,0.0160643067670878,-0.00426537650348907,-0.00596080228713228,111.154260472987
"7_2",1.0310233,0.0514310666666667,"dry",25.56,9.99,15.02,"Belgium","KNO",1928,0.0158511507638755,0.00497829545332832,-0.0071830354228945,0.0124380480823699,0.0131475317530462,117.848837338154
"7_3",0.600126933333333,0.1522811,"dry",29.67,12.99,18.05,"Belgium","KNO",1928,-0.011004693038392,-0.00943920059274363,0.00179975047183139,0.0154474903823013,0.00708678561132956,184.151914672718
"7_4",0.456090666666667,0.249620766666667,"dry",26.73,11.42,14.52,"Belgium","KNO",1928,0.00977267435320472,-0.0218806865426981,-0.00616312723308666,0.00358118406765761,-0.0118904370860063,130.233466817503
"7_5",0.575400433333333,0.140152466666667,"dry",28.42,11.56,16.38,"Belgium","KNO",1928,-0.00295646891840093,-0.0107737977457793,0.00838717122487008,0.00240984141930548,0.00368792561606506,148.717341354164
"8_1",1.010515,0.102118933333333,"ethanol",27.8,10.89,14.36,"Belgium","ZEE",1929,0.0204680263514763,-0.0117377239396046,0.0075596248474659,0.0152890136133998,0.00207111421849721,122.820878951358
"8_2",0.544782066666667,0.0875248,"ethanol",32.43,12.03,17.63,"Belgium","ZEE",1929,0.007690520283966,-0.00519803373414943,0.0170052769000651,-0.00179905505199365,-0.00963235669109713,166.574232536985
"8_3",1.00820056666667,0.0552862333333333,"ethanol",31.18,10.67,16.8,"Belgium","ZEE",1929,0.0357747735104112,0.00557950481628244,-0.0134278704199527,0.00399960415606986,-0.00576428062764338,140.787333177973
"8_4",0.917150833333333,0.387951066666667,"ethanol",30.73,12.07,17.63,"Belgium","ZEE",1929,-0.0183085419652839,0.00911185095421496,0.0123314423089477,0.0225094504182781,0.00581584608453499,167.128095321813
"8_5",0.739285793333333,0.0919914733333333,"ethanol",27.93,12.24,16.94,"Belgium","ZEE",1929,0.00840899059544389,-0.00812623718357563,0.0155903480490926,-0.00521523806539535,-0.0051179192789451,162.848853428542
"9_1",0.516815533333333,0.114652833333333,"ethanol",26.33,9.6,14.67,"Belgium","ZEE",1929,0.0520362831322811,-0.00813698981922124,-0.0102812567076946,0.00496768703198674,0.00421867792324776,110.609194147589
"9_2",0.700353233333333,0.0767041,"ethanol",26.5,10.48,14.52,"Belgium","ZEE",1929,-0.00359307026420264,0.0244523687314062,-0.0144398868035594,0.0106246550032969,-0.00492864665714271,119.513724364924
