sample,position,aragonite_thickness_um,calcite_thickness_um,date
3_8,2,75.855,1272.891,26.05.1911
3_8,2,86.031,1225.713,26.05.1911
3_8,2,107.904,1196.039,26.05.1911
3_9,2,140.587,1366.847,26.05.1911
3_9,2,135.414,1377.378,26.05.1911
3_9,2,148.813,1264.082,26.05.1911
3_9,2,145.627,1214.226,26.05.1911
3_9,2,139.575,1184.191,26.05.1911
3_9,2,151.89,1173.061,26.05.1911
3_9,2,168.968,1164.638,26.05.1911
3_9,2,200.564,1099.003,26.05.1911
3_9,2,200.564,1001.99,26.05.1911
3_9,2,192.779,993.967,26.05.1911
33_1,2,174.455,709.359,26.04.2019
33_1,2,175.363,749.422,26.04.2019
33_1,2,199.308,756.92,26.04.2019
33_1,2,221.956,715.508,26.04.2019
33_1,2,274.942,723.764,26.04.2019
33_1,2,278.296,842.381,26.04.2019
33_1,2,309.283,968.852,26.04.2019
33_1,2,296.024,993.625,26.04.2019
33_1,2,286.913,1036.839,26.04.2019
33_1,2,240.241,1050.883,26.04.2019
33_2,2,165.339,738.656,26.04.2019
33_2,2,179.781,723.187,26.04.2019
33_2,2,198.904,842.07,26.04.2019
33_2,2,224.356,799.364,26.04.2019
33_2,2,266.431,703.906,26.04.2019
33_2,2,254.862,865.054,26.04.2019
33_2,2,224.078,936.531,26.04.2019
33_2,2,232.799,925.99,26.04.2019
33_2,2,208.156,935.457,26.04.2019
33_2,2,206.393,968.946,26.04.2019
33_3,2,202.687,648.577,26.04.2019
33_3,2,235.115,585.051,26.04.2019
33_3,2,238.446,576.694,26.04.2019
33_3,2,245.206,595.51,26.04.2019
33_3,2,227.678,648.996,26.04.2019
33_3,2,239.053,686.308,26.04.2019
33_3,2,225.963,780.953,26.04.2019
33_3,2,223.183,823.746,26.04.2019
33_3,2,199.402,876.512,26.04.2019
33_3,2,189.442,906.171,26.04.2019
33_4,2,149.233,1190.262,26.04.2019
33_4,2,152.095,1074.947,26.04.2019
33_4,2,126.408,1089.885,26.04.2019
33_4,2,102.034,1288.29,26.04.2019
33_4,2,84.852,1314.423,26.04.2019
33_4,2,83.848,1227.237,26.04.2019
33_4,2,97.097,1185.329,26.04.2019
33_4,2,85.585,1171.786,26.04.2019
33_4,2,75.926,1159.742,26.04.2019
33_4,2,67.554,1185.904,26.04.2019
33_5,2,156.274,819.733,26.04.2019
33_5,2,144.485,805.289,26.04.2019
33_5,2,140.333,745.704,26.04.2019
33_5,2,144.959,685.001,26.04.2019
33_5,2,149.482,645.498,26.04.2019
33_5,2,165.15,692.03,26.04.2019
33_5,2,163.976,746.036,26.04.2019
33_5,2,157.474,785.623,26.04.2019
33_5,2,151.605,877.078,26.04.2019
33_5,2,117.749,1031.188,26.04.2019
33_6,2,172.663,713.573,26.04.2019
33_6,2,184.728,644.786,26.04.2019
33_6,2,197.357,703.919,26.04.2019
33_6,2,200.313,788.11,26.04.2019
33_6,2,200.193,829.727,26.04.2019
33_6,2,185.908,704.934,26.04.2019
33_6,2,187.022,834.744,26.04.2019
33_6,2,215.877,839.462,26.04.2019
33_6,2,225.652,937.604,26.04.2019
33_6,2,215.785,1137.782,26.04.2019
33_7,2,141.471,1141.114,26.04.2019
33_7,2,129.762,1246.844,26.04.2019
33_7,2,125.345,1284.533,26.04.2019
33_7,2,154.325,1253.606,26.04.2019
33_7,2,147.266,1262.791,26.04.2019
33_7,2,153.554,1234.566,26.04.2019
33_7,2,161.397,1162.142,26.04.2019
33_7,2,156.662,1114.621,26.04.2019
33_7,2,176.891,999.473,26.04.2019
33_7,2,163.249,1018.948,26.04.2019
33_8,2,241.797,733.829,26.04.2019
33_8,2,158.538,992.196,26.04.2019
33_8,2,121.741,1059.453,26.04.2019
33_8,2,102.154,1114.726,26.04.2019
33_8,2,95.906,1126.29,26.04.2019
33_8,2,87.472,1174.71,26.04.2019
33_8,2,70.838,1238.958,26.04.2019
33_8,2,66.669,1181.338,26.04.2019
33_8,2,64.59,1082.872,26.04.2019
33_8,2,74.572,956.18,26.04.2019
33_9,2,169.614,915.839,26.04.2019
33_9,2,143.089,987.313,26.04.2019
33_9,2,148.161,975.304,26.04.2019
33_9,2,144.683,1072.888,26.04.2019
33_9,2,119.765,1122.986,26.04.2019
33_9,2,129.289,1069.609,26.04.2019
33_9,2,134.683,1047.94,26.04.2019
33_9,2,106.142,1057.394,26.04.2019
33_9,2,95.474,1025.565,26.04.2019
33_9,2,103.601,1096.046,26.04.2019
31_1,2,135.088,991.827,30.05.1977
31_1,2,140.126,938.091,30.05.1977
31_1,2,122.315,1022.939,30.05.1977
31_1,2,116.956,1043.817,30.05.1977
31_1,2,112.064,1001.596,30.05.1977
31_1,2,108.417,929.511,30.05.1977
31_1,2,101.011,858.047,30.05.1977
31_1,2,99.455,924.408,30.05.1977
31_1,2,110.272,927.538,30.05.1977
31_1,2,115.254,898.986,30.05.1977
31_2,2,129.332,394.884,30.05.1977
31_2,2,128.898,401.394,30.05.1977
31_2,2,143.335,391.986,30.05.1977
31_2,2,122.259,432.361,30.05.1977
31_2,2,118.257,374.393,30.05.1977
31_2,2,119.881,400.466,30.05.1977
31_2,2,112.123,454.278,30.05.1977
31_2,2,97.993,436.62,30.05.1977
31_2,2,90.527,458.217,30.05.1977
31_2,2,95.542,492.457,30.05.1977
31_3,2,143.806,713.501,30.05.1977
31_3,2,133.117,674.209,30.05.1977
31_3,2,132.154,722.122,30.05.1977
31_3,2,128.646,717.411,30.05.1977
31_3,2,122.013,754.594,30.05.1977
31_3,2,128.851,729.11,30.05.1977
31_3,2,129.529,763.402,30.05.1977
31_3,2,117.92,785.641,30.05.1977
31_3,2,124.158,827.806,30.05.1977
31_3,2,131.022,810.504,30.05.1977
31_4,2,169.76,479.703,30.05.1977
31_4,2,163.76,509.414,30.05.1977
31_4,2,155.032,443.115,30.05.1977
31_4,2,180.455,457.614,30.05.1977
31_4,2,168.683,499.728,30.05.1977
31_4,2,173.484,696.087,30.05.1977
31_4,2,173.811,796.057,30.05.1977
31_4,2,157.781,893.254,30.05.1977
31_4,2,157.084,1014.125,30.05.1977
31_4,2,149.789,1092.146,30.05.1977
31_5,2,215.543,536.235,30.05.1977
31_5,2,219.221,550.646,30.05.1977
31_5,2,209.951,480.767,30.05.1977
31_5,2,208.183,471.841,30.05.1977
31_5,2,201.465,467.598,30.05.1977
31_5,2,204.686,467.524,30.05.1977
31_5,2,195.137,455.741,30.05.1977
31_5,2,197.089,428.897,30.05.1977
31_5,2,203.964,444.464,30.05.1977
31_5,2,190.721,458.567,30.05.1977
31_6,2,207.756,862.471,30.05.1977
31_6,2,206.947,862.903,30.05.1977
31_6,2,218.443,815.191,30.05.1977
31_6,2,225.639,886.838,30.05.1977
31_6,2,198.889,857.999,30.05.1977
31_6,2,188.89,928.895,30.05.1977
31_6,2,182.116,936.889,30.05.1977
31_6,2,179.711,910.261,30.05.1977
31_6,2,179.153,909.369,30.05.1977
31_6,2,174.278,780.448,30.05.1977
31_7,2,143.814,863.244,30.05.1977
31_7,2,142.619,878.356,30.05.1977
31_7,2,133.674,790.012,30.05.1977
31_7,2,138.013,864.574,30.05.1977
31_7,2,144.188,884.627,30.05.1977
31_7,2,157.261,767.805,30.05.1977
31_7,2,159.409,836.133,30.05.1977
31_7,2,155.836,866.369,30.05.1977
31_7,2,168.399,891.163,30.05.1977
31_7,2,175.718,846.865,30.05.1977
31_8,2,198.146,744.294,30.05.1977
31_8,2,171.375,772.959,30.05.1977
31_8,2,179.689,819.026,30.05.1977
31_8,2,187.202,865.187,30.05.1977
31_8,2,186.805,856.486,30.05.1977
31_8,2,208.169,908.53,30.05.1977
31_8,2,213.033,916.352,30.05.1977
31_8,2,213.858,975.207,30.05.1977
31_8,2,219.948,996.11,30.05.1977
31_8,2,237.734,1020.059,30.05.1977
32_1,2,386.943,603.416,30.05.1978
32_1,2,408.954,698.236,30.05.1978
32_1,2,406.055,739.293,30.05.1978
32_1,2,416.636,752.781,30.05.1978
32_1,2,407.089,706.685,30.05.1978
32_1,2,400.892,651.199,30.05.1978
32_1,2,397.547,615.987,30.05.1978
32_1,2,404.916,583.119,30.05.1978
32_1,2,391.942,560.855,30.05.1978
32_1,2,365.298,552.299,30.05.1978
32_2,2,297.795,439.6,30.05.1978
32_2,2,288.196,606.417,30.05.1978
32_2,2,274.405,753.413,30.05.1978
32_2,2,285.019,813.638,30.05.1978
32_2,2,304.582,838.839,30.05.1978
32_2,2,325.373,858.889,30.05.1978
32_2,2,348.739,921.286,30.05.1978
32_2,2,378.647,878.857,30.05.1978
32_2,2,376.65,873.085,30.05.1978
32_2,2,344.029,887.929,30.05.1978
32_3,2,274.163,810.094,30.05.1978
32_3,2,306.305,789.814,30.05.1978
32_3,2,278.647,656.58,30.05.1978
32_3,2,223.696,578.361,30.05.1978
32_3,2,293.725,556.475,30.05.1978
32_3,2,290.11,543.719,30.05.1978
32_3,2,286.15,546.422,30.05.1978
32_3,2,306.108,491.977,30.05.1978
32_3,2,293.311,594.9,30.05.1978
32_3,2,274.617,710.249,30.05.1978
32_4,2,169.425,1066.456,30.05.1978
32_4,2,165.529,996.481,30.05.1978
32_4,2,157.212,1044.638,30.05.1978
32_4,2,133.886,1086.441,30.05.1978
32_4,2,124.306,1101.407,30.05.1978
32_4,2,149.73,1118.873,30.05.1978
32_4,2,155.006,1092.209,30.05.1978
32_4,2,124.917,1161.059,30.05.1978
32_4,2,139.434,1147.648,30.05.1978
32_4,2,151.965,1126.594,30.05.1978
4_1,2,178.318,393.129,04.06.1911
4_1,2,162.046,403.93,04.06.1911
4_1,2,164.841,440.509,04.06.1911
4_1,2,162.531,487.205,04.06.1911
4_1,2,165.081,489.08,04.06.1911
4_1,2,157.651,486.758,04.06.1911
4_1,2,168.362,455.133,04.06.1911
4_1,2,151.781,483.002,04.06.1911
4_1,2,136.848,486.729,04.06.1911
4_1,2,139.333,445.612,04.06.1911
4_2,2,165.352,430.611,04.06.1911
4_2,2,168.847,379.705,04.06.1911
4_2,2,166.566,452.464,04.06.1911
4_2,2,168.016,475.718,04.06.1911
4_2,2,151.384,528.972,04.06.1911
4_2,2,141.473,610.732,04.06.1911
4_2,2,149.094,534.891,04.06.1911
4_2,2,140.332,544.193,04.06.1911
4_2,2,134.057,602.665,04.06.1911
4_2,2,131.191,679.77,04.06.1911
7_1,2,199.874,482.559,15.06.1928
7_1,2,205.682,401.326,15.06.1928
7_1,2,193.36,470.571,15.06.1928
7_1,2,215.451,502.446,15.06.1928
7_1,2,194.477,558.802,15.06.1928
7_1,2,186.672,563.742,15.06.1928
7_1,2,188.948,561.294,15.06.1928
7_1,2,172.838,589.104,15.06.1928
7_1,2,161.367,655.451,15.06.1928
7_1,2,165.557,705.498,15.06.1928
7_2,2,31.859,1007.383,15.06.1928
7_2,2,30.859,1109.88,15.06.1928
7_2,2,31.427,1096.125,15.06.1928
7_2,2,32.75,1107.812,15.06.1928
7_2,2,31.802,1116.109,15.06.1928
7_2,2,22.164,1150.738,15.06.1928
7_2,2,27.153,1098.155,15.06.1928
7_2,2,23.607,1063.12,15.06.1928
7_2,2,30.369,956.287,15.06.1928
7_2,2,41.501,906.955,15.06.1928
7_3,2,160.798,723.159,15.06.1928
7_3,2,163.704,722.138,15.06.1928
7_3,2,137.921,710.765,15.06.1928
7_3,2,144.095,623.037,15.06.1928
7_3,2,165.798,571.402,15.06.1928
7_3,2,162.957,553.231,15.06.1928
7_3,2,152,542.202,15.06.1928
7_3,2,143.009,513.687,15.06.1928
7_3,2,151.038,528.286,15.06.1928
7_3,2,129.876,552.963,15.06.1928
7_4,2,277.972,567.628,15.06.1928
7_4,2,265.716,547.895,15.06.1928
7_4,2,259.454,515.601,15.06.1928
7_4,2,276.672,483.898,15.06.1928
7_4,2,264.104,428.878,15.06.1928
7_4,2,247.986,433.174,15.06.1928
7_4,2,233.36,405.19,15.06.1928
7_4,2,238.189,437.854,15.06.1928
7_4,2,224.998,400.33,15.06.1928
7_4,2,246.081,366.467,15.06.1928
7_5,2,193.289,552.379,15.06.1928
7_5,2,179.254,557.328,15.06.1928
7_5,2,163.707,588.196,15.06.1928
7_5,2,147.516,607.873,15.06.1928
7_5,2,135.916,592.114,15.06.1928
7_5,2,141.752,549.551,15.06.1928
7_5,2,116.84,562.989,15.06.1928
7_5,2,115.425,573.606,15.06.1928
7_5,2,127.521,548.776,15.06.1928
7_5,2,103.787,635.71,15.06.1928
8_1,2,107.315,863.048,27.07.1929
8_1,2,112.026,886.064,27.07.1929
8_1,2,109.229,951.041,27.07.1929
8_1,2,110.114,1010.876,27.07.1929
8_1,2,115.323,1021.63,27.07.1929
8_1,2,108.838,1036.03,27.07.1929
8_1,2,96.552,1108.327,27.07.1929
8_1,2,101.395,1028.912,27.07.1929
8_1,2,88.7,1036.997,27.07.1929
8_1,2,94.177,1061.923,27.07.1929
8_2,2,86.335,587.804,27.07.1929
8_2,2,111.885,555.979,27.07.1929
8_2,2,111.243,571.469,27.07.1929
8_2,2,99.317,607.711,27.07.1929
8_2,2,107.831,584.77,27.07.1929
8_2,2,90.656,566.141,27.07.1929
8_2,2,75.091,471.842,27.07.1929
8_2,2,68.264,485.237,27.07.1929
8_2,2,74.246,498.791,27.07.1929
8_2,2,82.066,548.419,27.07.1929
8_3,2,70.622,898.248,27.07.1929
8_3,2,70.407,952.08,27.07.1929
8_3,2,60.818,1028.298,27.07.1929
8_3,2,59.803,1025.489,27.07.1929
8_3,2,75.406,1061.589,27.07.1929
8_3,2,60.217,993.172,27.07.1929
8_3,2,49.494,923.321,27.07.1929
8_3,2,46.714,1011.602,27.07.1929
8_3,2,47.039,1046.012,27.07.1929
8_3,2,39.7,1103.071,27.07.1929
8_4,2,248.402,937.247,27.07.1929
8_4,2,243.627,968.568,27.07.1929
8_4,2,247.156,952.065,27.07.1929
8_4,2,241.095,889.045,27.07.1929
8_4,2,236.575,936.154,27.07.1929
8_4,2,240.298,936.136,27.07.1929
8_4,2,248.804,891.078,27.07.1929
8_4,2,252.339,892.142,27.07.1929
8_4,2,228.996,881.088,27.07.1929
8_4,2,205.987,938.472,27.07.1929
8_5,2,79.407,873.326,27.07.1929
8_5,2,79.338,856.615,27.07.1929
8_5,2,80.25,844.804,27.07.1929
8_5,2,82.0092,810.8658,27.07.1929
8_5,2,79.785,752.043,27.07.1929
8_5,2,98.958,736.236,27.07.1929
8_5,2,89.369,684.67,27.07.1929
8_5,2,97.492,613.04,27.07.1929
8_5,2,97.408,688.769,27.07.1929
8_5,2,116.95,605.865,27.07.1929
9_1,2,130.161,512.188,05.08.1929
9_1,2,134.458,462.298,05.08.1929
9_1,2,129.821,441.064,05.08.1929
9_1,2,115.011,431.274,05.08.1929
9_1,2,127.197,448.657,05.08.1929
9_1,2,119.853,498.534,05.08.1929
9_1,2,105.282,629.35,05.08.1929
9_1,2,90.074,664.791,05.08.1929
9_1,2,79.608,507.159,05.08.1929
9_1,2,88.233,499.783,05.08.1929
9_2,2,72.602,516.145,05.08.1929
9_2,2,75.995,521.418,05.08.1929
9_2,2,70.674,603.63,05.08.1929
9_2,2,77.223,643.206,05.08.1929
9_2,2,75.842,740.489,05.08.1929
9_2,2,74.337,733.289,05.08.1929
9_2,2,84.399,766.079,05.08.1929
9_2,2,85.229,839.584,05.08.1929
9_2,2,89.422,815.236,05.08.1929
9_2,2,70.613,803.852,05.08.1929
10_1,2,158.394,1044.385,10.08.1932
10_1,2,149.961,1060.664,10.08.1932
10_1,2,144.364,1071.785,10.08.1932
10_1,2,123.146,1097.294,10.08.1932
10_1,2,122.546,1098.98,10.08.1932
10_1,2,126.282,1066.888,10.08.1932
10_1,2,135.786,1019.146,10.08.1932
10_1,2,138.234,1007.943,10.08.1932
10_1,2,130.188,1074.455,10.08.1932
10_1,2,146.146,1028.945,10.08.1932
10_2,2,138.63,600.939,10.08.1932
10_2,2,143.164,602.548,10.08.1932
10_2,2,124.252,645.245,10.08.1932
10_2,2,114.366,690.836,10.08.1932
10_2,2,115.938,736.92,10.08.1932
10_2,2,100.682,790.885,10.08.1932
10_2,2,90.549,839.953,10.08.1932
10_2,2,78.087,782.217,10.08.1932
10_2,2,74.063,853.007,10.08.1932
10_2,2,65.857,862.487,10.08.1932
10_3,2,67.808,874.112,10.08.1932
10_3,2,57.477,891.168,10.08.1932
10_3,2,61.288,887.445,10.08.1932
10_3,2,57.248,875.237,10.08.1932
10_3,2,60.946,811.344,10.08.1932
10_3,2,72.932,798.428,10.08.1932
10_3,2,74.601,783.92,10.08.1932
10_3,2,90.423,734.885,10.08.1932
10_3,2,82.546,805.086,10.08.1932
10_3,2,91.067,801.622,10.08.1932
10_4,2,146.666,402.263,10.08.1932
10_4,2,120.007,597.096,10.08.1932
10_4,2,136.619,615.357,10.08.1932
10_4,2,130.132,598.24,10.08.1932
10_4,2,117.524,593.986,10.08.1932
10_4,2,120.292,555.966,10.08.1932
10_4,2,123.804,455.865,10.08.1932
10_4,2,142.209,397.764,10.08.1932
10_4,2,115.37,468.603,10.08.1932
10_4,2,110.839,559.356,10.08.1932
10_5,2,59.209,1012.608,10.08.1932
10_5,2,61.02,1039.536,10.08.1932
10_5,2,61.907,1100.938,10.08.1932
10_5,2,61.337,1117.211,10.08.1932
10_5,2,35.812,1167.914,10.08.1932
